,time_frame,ENDPOINT_N_INVOC_API_ts-travel-service:queryInfo,ENDPOINT_N_INVOC_API_ts-travel-service:getRouteByTripId,ENDPOINT_N_INVOC_API_ts-travel-service:getTrainTypeByTripId,ENDPOINT_N_INVOC_API_ts-config-service:retrieve,ENTRYPOINT_AVG_EXTIME_ts-consign-service:findByOrderId,ENTRYPOINT_N_INVOC_API_ts-consign-service:findByOrderId,ENTRYPOINT_AVG_EXTIME_ts-travel-plan-service:getByCheapest,ENTRYPOINT_N_INVOC_API_ts-travel-plan-service:getByCheapest,ENDPOINT_N_INVOC_API_ts-ticketinfo-service:queryForStationId,ENDPOINT_N_INVOC_API_ts-ticketinfo-service:queryForTravel,ENDPOINT_N_INVOC_API_ts-station-service:queryForStationId,ENDPOINT_N_INVOC_API_ts-station-service:queryForNameBatch,ENDPOINT_N_INVOC_API_ts-travel2-service:queryInfo,ENDPOINT_N_INVOC_API_ts-route-service:queryById,ENDPOINT_N_INVOC_API_ts-seat-service:getLeftTicketOfInterval,ENDPOINT_N_INVOC_API_ts-food-service:createFoodOrder,ENTRYPOINT_AVG_EXTIME_ts-order-service:queryOrdersForRefresh,ENTRYPOINT_N_INVOC_API_ts-order-service:queryOrdersForRefresh,ENDPOINT_N_INVOC_API_ts-user-service:getUserByUserId,ENDPOINT_N_INVOC_API_ts-route-plan-service:getCheapestRoutes,ENTRYPOINT_AVG_EXTIME_ts-inside-payment-service:pay,ENTRYPOINT_N_INVOC_API_ts-inside-payment-service:pay,ENDPOINT_N_INVOC_API_ts-travel-service:getTripAllDetailInfo,ENDPOINT_N_INVOC_API_ts-order-other-service:securityInfoCheck,ENTRYPOINT_AVG_EXTIME_ts-preserve-service:preserve,ENTRYPOINT_N_INVOC_API_ts-preserve-service:preserve,ENDPOINT_N_INVOC_API_ts-contacts-service:getContactsByContactsId,ENTRYPOINT_AVG_EXTIME_ts-contacts-service:findContactsByAccountId,ENTRYPOINT_N_INVOC_API_ts-contacts-service:findContactsByAccountId,ENDPOINT_N_INVOC_API_ts-food-map-service:getFoodStoresByStationIds,ENDPOINT_N_INVOC_API_ts-security-service:check,ENTRYPOINT_AVG_EXTIME_ts-consign-service:updateConsign,ENTRYPOINT_N_INVOC_API_ts-consign-service:updateConsign,ENDPOINT_N_INVOC_API_ts-consign-price-service:getPriceByWeightAndRegion,ENDPOINT_N_INVOC_API_ts-basic-service:queryForStationId,ENDPOINT_N_INVOC_API_ts-basic-service:queryForTravel,ENDPOINT_N_INVOC_API_ts-seat-service:create,ENDPOINT_N_INVOC_API_ts-order-service:createNewOrder,ENDPOINT_N_INVOC_API_ts-order-service:getTicketListByDateAndTripId,ENDPOINT_N_INVOC_API_ts-order-service:getOrderById,ENDPOINT_N_INVOC_API_ts-order-service:calculateSoldTicket,ENDPOINT_N_INVOC_API_ts-train-service:retrieve,ENDPOINT_N_INVOC_API_ts-price-service:query,ENTRYPOINT_AVG_EXTIME_ts-food-service:getAllFood,ENTRYPOINT_N_INVOC_API_ts-food-service:getAllFood,ENDPOINT_N_INVOC_API_ts-food-map-service:getTrainFoodOfTrip,ENTRYPOINT_AVG_EXTIME_ts-cancel-service:cancelTicket,ENTRYPOINT_N_INVOC_API_ts-cancel-service:cancelTicket,ENTRYPOINT_AVG_EXTIME_ts-auth-service:getToken,ENTRYPOINT_N_INVOC_API_ts-auth-service:getToken,ENDPOINT_N_INVOC_API_ts-order-service:securityInfoCheck,ENTRYPOINT_AVG_EXTIME_ts-assurance-service:getAllAssuranceType,ENTRYPOINT_N_INVOC_API_ts-assurance-service:getAllAssuranceType,ENTRYPOINT_AVG_EXTIME_ts-travel-service:queryInfo,ENTRYPOINT_N_INVOC_API_ts-travel-service:queryInfo,ENTRYPOINT_AVG_EXTIME_ts-order-service:POST,ENTRYPOINT_N_INVOC_API_ts-order-service:POST,ENDPOINT_N_INVOC_API_ts-order-service:GET
2733,8434,0.0,9.0,5.0,6.0,0.0,0.0,0.0,0.0,9.0,1.0,16.0,3.0,0.0,14.0,5.0,1.0,1090659.0,1090659.0,1.0,0.0,0.0,0.0,0.0,0.0,404935.0,404935.0,0.0,3041.0,3041.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,5.0,0.0,0.0,8.0,0.0,20068.0,20068.0,1.0,0.0,0.0,0.0,0.0,0.0,1820.0,1820.0,0.0,0.0,0.0,0.0,0.0
2734,8435,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,12.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2735,8436,3.0,5.0,4.0,4.0,0.0,0.0,156638.66666666666,156638.66666666666,24.0,2.0,31.0,0.0,1.0,23.0,5.0,1.0,1146920.0,1146920.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,5.0,0.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21097.0,21097.0,0.0,0.0,0.0
2736,8437,1.0,11.0,7.0,6.0,0.0,0.0,474491.0,474491.0,23.0,3.0,40.0,3.0,2.0,39.0,8.0,0.0,0.0,0.0,0.0,1.0,4843.0,4843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,1.0,0.0,7.0,2.0,2.0,12.0,3.0,0.0,0.0,0.0,8863.0,8863.0,116118.0,116118.0,0.0,0.0,0.0,66176.5,66176.5,0.0,0.0,0.0
2737,8438,3.0,5.0,7.0,7.0,0.0,0.0,313588.0,313588.0,17.0,3.0,29.0,0.0,1.0,19.0,5.0,1.0,0.0,0.0,1.0,3.0,5259.0,5259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,1.0,6.0,1.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,116039.5,116039.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2738,8439,2.0,11.0,10.0,8.0,0.0,0.0,189766.5,189766.5,29.0,5.0,48.0,1.0,0.0,36.0,11.0,0.0,1126150.0,1126150.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,0.0,0.0,12.0,0.0,5.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1898.0,1898.0,23419.0,23419.0,0.0,0.0,0.0
2739,8440,0.0,16.0,12.0,13.0,0.0,0.0,0.0,0.0,33.0,2.0,43.0,3.0,5.0,39.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,375819.0,375819.0,1.0,2954.0,2954.0,1.0,1.0,0.0,0.0,0.0,33.0,2.0,0.0,0.0,10.0,0.0,2.0,16.0,2.0,22259.0,22259.0,1.0,0.0,0.0,0.0,0.0,1.0,2121.0,2121.0,0.0,0.0,0.0,0.0,0.0
2740,8441,0.0,20.0,11.0,9.0,0.0,0.0,0.0,0.0,26.0,2.0,35.0,6.0,0.0,36.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,421053.0,421053.0,1.0,3016.5,3016.5,2.0,2.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,12.0,0.0,1.0,12.0,1.0,19692.5,19692.5,2.0,0.0,0.0,113191.0,113191.0,2.0,1612.0,1612.0,99059.0,99059.0,0.0,0.0,0.0
2741,8442,2.0,14.0,13.0,15.0,0.0,0.0,352428.0,352428.0,33.0,4.0,55.0,2.0,0.0,26.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,1.0,0.0,13.0,0.0,4.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,118691.0,118691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,8443,1.0,7.0,8.0,7.0,0.0,0.0,49336.5,49336.5,19.0,3.0,28.0,1.0,2.0,27.0,6.0,0.0,0.0,0.0,0.0,1.0,5975.0,5975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,1.0,7.0,1.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12062.0,12062.0,0.0,0.0,0.0
2743,8444,1.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,10.0,2.0,27.0,1.0,1.0,21.0,3.0,1.0,1086412.0,1086412.0,1.0,1.0,5159.0,5159.0,0.0,0.0,385471.0,385471.0,0.0,2761.5,2761.5,2.0,2.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,5.0,2.0,1.0,6.0,2.0,17793.0,17793.0,2.0,7189.0,7189.0,0.0,0.0,2.0,1597.0,1597.0,0.0,0.0,0.0,0.0,0.0
2744,8445,0.0,4.0,4.0,2.0,4878.0,4878.0,0.0,0.0,14.0,2.0,24.0,0.0,1.0,15.0,4.0,2.0,1087210.0,1087210.0,2.0,0.0,5181.0,5181.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11067.0,11067.0,1.0,14.0,2.0,0.0,2.0,3.0,1.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2745,8446,1.0,9.0,5.0,4.0,0.0,0.0,200758.0,200758.0,14.0,1.0,18.0,4.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,6.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2746,8447,1.0,9.0,7.0,8.0,0.0,0.0,206055.0,206055.0,16.0,3.0,32.0,2.0,1.0,22.0,6.0,0.0,0.0,0.0,0.0,1.0,16729.0,16729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,2.0,0.0,7.0,1.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,116090.0,116090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2747,8448,2.0,4.0,7.0,5.0,0.0,0.0,112427.5,112427.5,16.0,2.0,20.0,2.0,2.0,26.0,3.0,2.0,1140025.5,1140025.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,2.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,113914.0,113914.0,0.0,0.0,0.0,94431.0,94431.0,0.0,0.0,0.0
2748,8449,1.0,8.0,6.0,6.0,0.0,0.0,48532.0,48532.0,22.0,1.0,31.0,1.0,1.0,21.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,6.0,0.0,3.0,10.0,3.0,20886.0,20886.0,1.0,0.0,0.0,0.0,0.0,0.0,1481.0,1481.0,253879.0,253879.0,0.0,0.0,0.0
2749,8450,0.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,14.0,3.0,29.0,1.0,1.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,4364.0,4364.0,1.0,1.0,390030.0,390030.0,1.0,2906.0,2906.0,1.0,2.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,5.0,1.0,2.0,10.0,3.0,27183.0,27183.0,1.0,0.0,0.0,0.0,0.0,2.0,1902.0,1902.0,266946.0,266946.0,0.0,0.0,0.0
2750,8451,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,28.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,7.0,0.0,4.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2751,8452,1.0,5.0,4.0,4.0,0.0,0.0,132241.5,132241.5,11.0,3.0,26.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,4.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2752,8453,3.0,6.0,7.0,5.0,0.0,0.0,330978.5,330978.5,17.0,3.0,31.0,1.0,2.0,31.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,2.0,1.0,6.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,117230.0,117230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2753,8454,3.0,11.0,8.0,8.0,0.0,0.0,274074.0,274074.0,28.0,4.0,43.0,2.0,1.0,33.0,9.0,1.0,1212104.5,1212104.5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,0.0,1.0,8.0,0.0,5.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,113335.0,113335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2754,8455,1.0,13.0,13.0,13.0,3766.0,3766.0,466223.0,466223.0,33.0,4.0,47.0,2.0,2.0,32.0,12.0,0.0,0.0,0.0,0.0,1.0,4204.0,4204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10440.0,10440.0,1.0,32.0,4.0,0.0,0.0,13.0,1.0,3.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18639.0,18639.0,0.0,0.0,0.0
2755,8456,1.0,15.0,9.0,9.0,0.0,0.0,39667.0,39667.0,21.0,2.0,36.0,2.0,2.0,38.0,9.0,0.0,0.0,0.0,0.0,1.0,5539.5,5539.5,1.0,1.0,421046.0,421046.0,1.0,2503.5,2503.5,2.0,2.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,10.0,2.0,3.0,15.0,3.0,18072.0,18072.0,2.0,0.0,0.0,117327.0,117327.0,2.0,1968.0,1968.0,0.0,0.0,0.0,0.0,0.0
2756,8457,1.0,15.0,8.0,8.0,0.0,0.0,42703.0,42703.0,32.0,2.0,40.0,5.0,3.0,40.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,8.0,0.0,2.0,12.0,2.0,18001.0,18001.0,1.0,0.0,0.0,0.0,0.0,0.0,1376.0,1376.0,0.0,0.0,0.0,0.0,0.0
2757,8458,2.0,14.0,11.0,11.0,0.0,0.0,203110.5,203110.5,28.0,3.0,36.0,2.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,419901.0,419901.0,1.0,3055.0,3055.0,0.0,1.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,13.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,119290.0,119290.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,8459,2.0,10.0,12.0,11.0,3739.0,3739.0,289099.5,289099.5,23.0,2.0,40.0,2.0,3.0,34.0,7.0,0.0,0.0,0.0,0.0,2.0,6096.0,6096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12071.0,12071.0,1.0,23.0,2.0,2.0,1.0,10.0,1.0,2.0,18.0,4.0,25019.0,25019.0,1.0,0.0,0.0,0.0,0.0,0.0,1688.0,1688.0,0.0,0.0,0.0,0.0,0.0
2759,8460,0.0,7.0,5.0,3.0,0.0,0.0,0.0,0.0,14.0,2.0,24.0,1.0,0.0,14.0,5.0,1.0,1097904.0,1097904.0,1.0,0.0,4802.0,4802.0,1.0,1.0,414135.0,414135.0,1.0,2032.0,2032.0,1.0,1.0,0.0,0.0,0.0,14.0,2.0,0.0,1.0,5.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,116320.0,116320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2760,8461,2.0,4.0,4.0,4.0,0.0,0.0,124729.5,124729.5,13.0,3.0,24.0,2.0,1.0,18.0,3.0,1.0,1102907.0,1102907.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,1.0,1.0,4.0,0.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24154.0,24154.0,0.0,0.0,0.0
2761,8462,1.0,5.0,6.0,6.0,0.0,0.0,43941.0,43941.0,16.0,1.0,24.0,1.0,2.0,23.0,5.0,1.0,1107096.0,1107096.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,5.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2762,8463,2.0,9.0,5.0,4.0,0.0,0.0,45682.5,45682.5,19.0,1.0,24.0,3.0,3.0,31.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,1.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.0,1467.0,0.0,0.0,0.0,0.0,0.0
2763,8464,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,1.0,0.0,9.0,3.0,1.0,1168911.0,1168911.0,1.0,0.0,0.0,0.0,1.0,1.0,406520.0,406520.0,1.0,2232.0,2232.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,21154.0,21154.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2764,8465,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5589.0,5589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,116850.0,116850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2765,8466,1.0,1.0,2.0,2.0,0.0,0.0,48837.0,48837.0,7.0,2.0,12.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,7499.0,7499.0,113181.0,113181.0,0.0,0.0,0.0,108322.0,108322.0,0.0,0.0,0.0
2766,8467,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,18.0,0.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,5311.0,5311.0,0.0,0.0,411559.0,411559.0,0.0,2761.0,2761.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,3.0,1.0,0.0,6.0,2.0,21054.0,21054.0,1.0,0.0,0.0,0.0,0.0,1.0,1583.0,1583.0,255299.0,255299.0,0.0,0.0,0.0
2767,8468,2.0,7.0,6.0,5.0,0.0,0.0,198992.5,198992.5,28.0,5.0,46.0,1.0,0.0,30.0,7.0,1.0,1137199.0,1137199.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,0.0,0.0,7.0,0.0,6.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94634.0,94634.0,0.0,0.0,0.0
2768,8469,4.0,14.0,9.0,10.0,0.0,0.0,158577.0,158577.0,35.0,2.0,45.0,2.0,4.0,44.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,0.0,12.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2769,8470,1.0,6.0,6.0,6.0,0.0,0.0,43555.0,43555.0,11.0,2.0,25.0,0.0,2.0,27.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,430866.0,430866.0,0.0,2846.0,2846.0,2.0,2.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,4.0,0.0,1.0,9.0,2.0,16488.0,16488.0,2.0,0.0,0.0,114898.5,114898.5,2.0,1451.5,1451.5,0.0,0.0,0.0,0.0,0.0
2770,8471,1.0,5.0,4.0,3.0,0.0,0.0,50031.0,50031.0,18.0,3.0,32.0,0.0,1.0,21.0,4.0,1.0,1144219.0,1144219.0,1.0,1.0,5045.0,5045.0,2.0,2.0,401888.0,401888.0,2.0,2708.0,2708.0,1.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,1.0,4.0,2.0,3.0,10.0,3.0,20290.0,20290.0,1.0,8115.0,8115.0,0.0,0.0,0.0,1669.0,1669.0,32335.0,32335.0,0.0,0.0,0.0
2771,8472,2.0,9.0,6.0,5.0,0.0,0.0,46081.0,46081.0,25.0,2.0,33.0,3.0,3.0,39.0,6.0,0.0,0.0,0.0,0.0,2.0,10713.0,10713.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,6.0,1.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99888.0,99888.0,0.0,0.0,0.0
2772,8473,1.0,10.0,7.0,8.0,3180.0,3180.0,468042.0,468042.0,19.0,3.0,37.0,1.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,1.0,5301.0,5301.0,0.0,1.0,430582.0,430582.0,0.0,3129.0,3129.0,1.0,1.0,11114.0,11114.0,1.0,19.0,3.0,2.0,0.0,8.0,1.0,1.0,12.0,3.0,17662.0,17662.0,1.0,0.0,0.0,0.0,0.0,1.0,1614.0,1614.0,0.0,0.0,0.0,0.0,0.0
2773,8474,2.0,5.0,6.0,4.0,0.0,0.0,267216.5,267216.5,14.0,3.0,28.0,0.0,1.0,21.0,3.0,2.0,1150486.0,1150486.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,1.0,2.0,6.0,0.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2774,8475,2.0,5.0,7.0,6.0,0.0,0.0,269650.5,269650.5,17.0,3.0,25.0,2.0,2.0,22.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,1.0,5.0,0.0,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775,8476,0.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0,17.0,4.0,39.0,3.0,0.0,26.0,8.0,0.0,1121044.0,1121044.0,0.0,0.0,5468.0,5468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,1.0,0.0,8.0,1.0,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,116077.0,116077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2776,8477,1.0,10.0,9.0,8.0,0.0,0.0,56558.0,56558.0,22.0,1.0,25.0,2.0,2.0,28.0,7.0,1.0,1288508.0,1288508.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,7.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,113755.0,113755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2777,8478,0.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,18.0,2.0,1.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,394383.0,394383.0,1.0,2712.0,2712.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,17681.0,17681.0,1.0,0.0,0.0,0.0,0.0,1.0,1656.0,1656.0,19040.0,19040.0,0.0,0.0,0.0
2778,8479,0.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,12.0,1.0,17.0,3.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,6459.0,6459.0,0.0,1.0,384753.0,384753.0,1.0,2924.0,2924.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,6.0,1.0,1.0,8.0,1.0,16132.0,16132.0,1.0,0.0,0.0,0.0,0.0,1.0,2523.0,2523.0,0.0,0.0,0.0,0.0,0.0
2779,8480,2.0,8.0,6.0,5.0,0.0,0.0,188972.5,188972.5,23.0,4.0,40.0,1.0,0.0,27.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,7.0,0.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102765.0,102765.0,0.0,0.0,0.0
2780,8481,1.0,10.0,9.0,9.0,0.0,0.0,43815.0,43815.0,21.0,2.0,31.0,2.0,2.0,23.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,1.0,1.0,9.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
